Chatgaya,Bangla
"এহন বাদ্দি যাইতাম ন, বাদ্দি গেলি বৌত সময় নষ্ট অইবু","এখন বাইরে যাব না, বাইরে গেলে অনেক সময় নষ্ট হবে"
"এহন বাইরে যাইতাম ন, বাদ্দি গেলি বৌত সময় নষ্ট অইবু","এখন বাইরে যাব না, বাইরে গেলে অনেক সময় নষ্ট হবে"
আসমান আর জবিন বিয়াক কিছু আল্লাহ সৃষ্টি গইজ্জি,আসমান আর জমিন সবকিছু আল্লাহ সৃষ্টি করেছেন
"হদু ইবে হরা আছে, ইবে দও আঁরে","লাউটা কচি আছে, এটা দাও আমাকে"
তুঁই আজিয়ে হারা চলি আইস্যু দে?,তুমি আজকে জলদি চলে এলে যে?
তুঁই আজিইয়্যে হারা চলি আইস্যু দে?,তুমি আজকে জলদি চলে এলে যে?
তুঁই আজিয়ে তারাতারি চলি আইস্যু দে?,তুমি আজকে জলদি চলে এলে যে?
তুঁই আজিয়ে জলদি চলি আইস্যু দে?,তুমি আজকে জলদি চলে এলে যে?
চোখ হানা না? সাম্মোদ্দি কি আছে ন দেহর?,চোখ কানা নাকি? সামনে কি আছে দেখছো না?
চোখ আন্ধা না? সাম্মোদ্দি কি আছে ন দেহর?,চোখ কানা নাকি? সামনে কি আছে দেখছো না?
চোখ আধা না? সাম্মোদ্দি কি আছে ন দেহর?,চোখ কানা নাকি? সামনে কি আছে দেখছো না?
তুর বাফ আঁর চাচা আর আঁর বাফ তুর চাচা,তোর বাবা আমার চাচা এবং আমার বাবা তোর চাচা
তোঁয়ার হতা উনি রে মন হারাপ অই গেইয়্যি,তোমার কথা শুনে মন খারাপ হয়ে গেল
তোঁয়ার হথা উনি রে মন হারাপ অই গেইয়্যি,তোমার কথা শুনে মন খারাপ হয়ে গেল
"রান্না গরা শেষ, এহন অইন নিফেই দ","রান্না করা শেষ, এখন আগুন নিভিয়ে দাও"
"আঁর সময় হম, এতেল্লে বেশি দামাদামি গইত্তাম ন চায়","আমার সময় কম, তাই বেশি দামাদামি করতে চায় না"
তুঁই কি আঁর লগে হতা হইবে নাকি গুসসা গরি তাহিবে?,তুমি কি আমার সাথে কথা বলবা নাকি রাগ করে থাকবা?
তুঁই কি আঁর ওয়ারে হতা হইবে নাকি গুসসা গরি তাহিবে?,তুমি কি আমার সাথে কথা বলবা নাকি রাগ করে থাকবা?
তুঁই কি আঁর ফুয়ারে হতা হইবে নাকি গুসসা গরি তাহিবে?,তুমি কি আমার সাথে কথা বলবা নাকি রাগ করে থাকবা?
তুঁই কি আঁর লগে হথা হইবে নাকি গুসসা গরি তাহিবে?,তুমি কি আমার সাথে কথা বলবা নাকি রাগ করে থাকবা?
