Bangla,Chatgaya
শীতকাল আসলেই আমাদের পুকুরের পানি শুকাতে শুরু করে,শীতহাল আইলিই আঁরার ফইরুর পানি ফুওয়েই যাইতু শুরু গরে
"ঘরের দরজা খোলা ছিল, তাই চোর সহজেই ঘরে ঢুকতে পেরেছিল","ঘরুর দরজা খোলা আছিল, এতেল্লে চোর সহজেই ঘরুত ঢুকিত পেইজ্জিল"
"আশা করি খুব শীঘ্রই আবার দেখা হবে, ভালো থাকবেন","আশা গরি বত জলদি আবার দেহা অইবু, ভালা থাইক্কুন"
"আশা করি খুব শীঘ্রই আবার দেখা হবে, ভালো থাকবেন","আশা গরি বত জলদি আবার দেহা অইবু, গম থাইক্কুন"
নিজের ঘরে থাকলে নিজের মতো করে থাকা যায়,নিজোর ঘরোত থাহিলি নিজোর মতোন গরি থাহন যায়
"ক্ষেতের ফসলগুলো পেকে গেছে, এবার কিছু কৃষক নিয়ে এসো","ক্ষেতির ফসল এগিন পাগি গেইয়্যি, এবার কিছু কৃষক লই আইয়্যো"
"আমার নরওয়েতে যাওয়ার খুব ইচ্ছা, ওখানে নাকি রাত আর দিন অনেক বড় হয়","আত্তুন নরওয়েত যাইবের বত ইচ্ছে, এনডে বলে রাইত আর দিন বত বরো অয়"
আপনি বাসায় ছিলেন না গতকাল? তাহলে আমি কাকে দেখলাম?,অঁনে বাসাত নো আছিলেন হালিয়ে? তইলি আঁই হারে দেহিলাম?
"ইরফানকে একদিন বাসায় বেড়াতে আসতে বল, অনেক দিন ধরে ছেলেটা বাসায় আসেনা","ইরফান উরে একদিন বাসাত বেরাইতু আইসতো হ, বতদিন ধরি ফুওয়া ইবে বাসাত ন আইয়্যি"
পুকুর ঘাঠে বসে বড়শি দিয়ে মাছ ধরব,ফইরোর ঘাটোত বই রে বরকি দি মাছ ধইজ্জুম
"একটা রিকশা নিয়ে মুরাদপুর চলে আয়, আমি ওখানে দাঁড়িয়ে আছি","এক্কান রিকশে লই মুরাদপুর চলি আয়, আঁই এনডে থিয়েই আছি"
"আজকে টিকিট কেটে ফেলতে হবে, সেজন্য সবাই আজকের মধ্যে টাকাটা দিয়ে দিস","আজিয়ে টিকেট হাডি ফেলন ফরিবু, এতেল্লে বিয়াজ্ঞুন আজিয়ের অধ্যে টিয়াগুন দি দিস"
"আজকে টিকিট কেটে ফেলতে হবে, সেজন্য সবাই আজকের মধ্যে টাকাটা দিয়ে দিস","আজিয়ে টিকেট হাডি ফেলন ফরিবু, এতেল্লে বেজ্ঞুন আজিয়ের অধ্যে টিয়াগুন দি দিস"
